personnel_id,unit_type,role_operational_intensity,duty_hours_weekly,overtime_hours_weekly,deployment_duration_months,deployments_last_3_years,days_since_last_leave,leave_days_taken_annual,recovery_rest_days_monthly,avg_sleep_hours,sleep_disruption_index,physical_readiness_score,wellness_survey_score,peer_support_score,environmental_hardship_score,risk_score,risk_category
PX-14113,Armored,Medium,47.9,1.7,3.9,2,165,47.0,4.3,6.9,2.0,72.6,21.0,4.9,2.6,0.02,LOW
PX-11126,Armored,Medium,54.9,2.6,4.7,0,198,43.5,3.2,6.5,2.3,73.6,20.3,4.4,1.9,0.077,LOW
PX-10529,Artillery,High,52.6,0.0,6.0,5,156,32.7,3.9,5.6,5.8,74.2,15.3,3.8,3.9,0.267,LOW
PX-10751,Artillery,Medium,50.2,0.0,8.3,2,253,32.7,4.7,7.5,2.1,90.9,19.0,4.2,3.0,0.02,LOW
PX-11141,Air Defense,Medium,47.5,2.2,4.8,0,133,43.6,4.0,6.6,4.1,68.7,24.5,4.1,2.1,0.02,LOW
PX-14459,Air Defense,Extreme,67.4,11.3,13.8,3,341,11.0,0.6,4.5,9.4,61.0,12.0,3.2,4.7,0.825,ELEVATED
PX-10555,Infantry,Extreme,67.4,13.5,13.8,0,329,7.5,0.9,4.1,10.0,66.7,3.8,3.0,4.1,0.864,ELEVATED
PX-10478,Combat Engineers,High,56.2,7.5,8.2,2,203,33.5,2.9,5.5,6.7,67.8,21.3,4.8,3.8,0.292,LOW
PX-14126,Armored,Medium,43.1,0.0,4.7,1,174,43.6,2.4,5.8,3.0,75.3,23.1,4.9,2.0,0.02,LOW
PX-11990,Infantry,Medium,54.9,6.2,4.4,0,135,40.0,2.1,6.5,4.0,84.4,20.6,3.6,2.9,0.106,LOW
PX-14857,Combat Engineers,High,53.6,5.3,7.9,3,215,27.6,2.6,5.3,7.3,77.4,15.8,4.0,3.5,0.336,LOW
PX-12609,Artillery,Extreme,66.2,18.3,18.0,2,365,8.4,0.3,4.9,9.9,69.4,,3.4,4.3,0.761,ELEVATED
PX-10283,Infantry,High,50.7,2.4,9.4,1,236,20.4,2.4,5.7,6.5,65.6,18.9,3.9,3.4,0.212,LOW
PX-13513,Medical Corps,Extreme,56.2,7.5,7.6,2,185,31.9,0.0,5.7,6.2,78.5,15.9,3.3,4.6,0.429,MODERATE
PX-12989,Combat Engineers,Extreme,65.6,10.1,9.3,2,232,16.0,0.0,3.5,10.0,53.0,8.9,3.9,4.2,0.796,ELEVATED
PX-12843,Infantry,High,52.6,5.2,9.2,1,232,15.6,1.5,5.2,4.7,70.9,17.3,3.8,3.5,0.399,MODERATE
PX-10767,Infantry,High,52.1,2.8,9.2,1,219,31.1,2.7,6.6,3.3,77.4,14.5,3.2,3.3,0.237,LOW
PX-12284,Infantry,Extreme,70.2,20.5,7.1,2,196,29.7,0.0,4.5,8.8,65.4,8.3,3.5,4.5,0.766,ELEVATED
PX-11243,Infantry,Extreme,57.7,8.1,17.0,6,364,5.0,0.9,4.4,8.4,75.7,14.4,4.1,4.6,0.753,ELEVATED
PX-10372,Artillery,Low,48.2,0.2,5.5,1,199,57.5,4.5,7.5,0.5,92.6,24.1,3.7,1.2,0.02,LOW
PX-11832,Armored,Medium,49.3,0.0,5.8,1,162,39.4,2.3,6.2,4.0,66.7,22.0,4.9,2.5,0.074,LOW
PX-12687,Signals,Medium,43.7,0.0,6.3,0,216,40.9,3.3,5.8,3.8,89.1,24.0,3.5,2.9,0.04,LOW
PX-14886,Infantry,High,56.0,5.9,14.1,1,312,20.6,1.0,5.0,5.1,77.5,12.9,4.2,4.1,0.502,MODERATE
PX-11183,Infantry,High,62.5,9.4,12.3,5,355,24.0,0.1,5.0,7.5,78.7,16.5,4.8,4.1,0.55,MODERATE
PX-10987,Infantry,High,60.0,6.6,5.9,2,151,37.0,1.8,4.8,6.7,72.8,15.0,3.4,4.1,0.443,MODERATE
PX-14890,Infantry,High,63.6,10.5,11.5,2,252,28.8,0.8,5.9,7.1,64.3,15.4,4.2,3.1,0.492,MODERATE
PX-11403,Artillery,High,58.2,7.6,7.4,2,219,35.7,1.4,5.1,6.7,72.7,18.6,4.3,3.5,0.363,LOW
PX-13386,Combat Engineers,Extreme,65.3,10.9,11.7,2,302,6.6,0.4,4.7,8.2,83.3,14.7,3.8,4.4,0.634,MODERATE
PX-13473,Armored,Low,40.3,0.0,5.6,1,157,37.9,3.4,7.9,0.0,82.0,24.8,4.2,1.3,0.02,LOW
PX-10288,Combat Engineers,Medium,43.2,0.0,3.9,2,192,48.4,3.1,6.5,2.9,74.4,24.0,4.3,2.9,0.02,LOW
PX-13031,Infantry,High,64.0,12.1,9.0,1,227,36.0,0.0,5.2,8.1,74.4,15.8,3.0,3.4,0.577,MODERATE
PX-10940,Artillery,High,56.3,2.3,9.4,1,290,33.8,1.3,5.2,5.9,74.3,17.7,4.3,3.0,0.385,MODERATE
PX-14717,Combat Engineers,Low,48.1,4.2,2.9,2,99,59.4,5.4,5.8,1.8,80.8,25.1,4.2,1.4,0.02,LOW
PX-13459,Air Defense,High,50.2,1.9,13.5,5,319,16.4,2.0,5.6,5.6,70.7,11.1,3.3,3.6,0.422,MODERATE
PX-10140,Armored,High,55.4,7.1,10.2,5,230,20.2,2.2,4.8,6.6,73.0,12.3,4.0,4.2,0.535,MODERATE
PX-11208,Artillery,Low,44.3,0.0,5.5,0,173,43.7,3.4,6.4,1.9,77.2,16.8,4.0,1.0,0.02,LOW
PX-10691,Logistics & ASC,Low,46.3,0.0,2.2,0,107,52.0,3.1,6.1,1.6,77.3,22.7,4.6,2.0,0.02,LOW
PX-13060,Combat Engineers,High,59.4,10.0,12.0,2,276,26.1,2.3,5.2,4.2,83.2,12.6,3.5,3.0,0.509,MODERATE
PX-11562,Logistics & ASC,Low,36.0,0.0,2.6,2,136,52.3,4.4,8.3,1.0,100.0,28.6,3.8,2.0,0.02,LOW
PX-10617,Artillery,High,48.4,1.3,6.5,1,180,22.0,2.2,7.4,2.9,90.8,24.8,4.2,3.3,0.02,LOW
PX-14987,Infantry,Extreme,59.8,9.1,8.1,2,197,5.0,0.0,5.5,8.0,69.1,14.5,4.1,4.8,0.53,MODERATE
PX-14209,Infantry,High,56.0,4.2,6.1,2,184,34.9,1.8,6.5,4.9,73.4,22.3,3.7,3.3,0.193,LOW
PX-11959,Combat Engineers,Extreme,55.2,5.6,10.2,3,231,19.5,0.7,4.6,8.7,79.9,13.5,4.0,4.0,0.543,MODERATE
PX-13335,Artillery,High,59.3,7.9,6.4,4,203,20.2,1.9,5.6,5.8,74.1,17.7,3.2,3.2,0.332,LOW
PX-11613,Artillery,Low,49.2,0.0,4.5,1,175,50.5,4.2,6.0,2.6,89.1,22.2,3.8,1.4,0.03,LOW
PX-14214,Combat Engineers,Low,36.9,0.0,3.9,1,131,55.3,4.1,7.6,0.0,83.5,26.6,3.5,1.0,0.02,LOW
PX-11104,Infantry,High,60.8,11.0,7.7,4,237,34.5,1.7,5.6,6.5,83.6,14.0,2.8,3.3,0.374,LOW
PX-14766,Signals,Low,40.7,0.0,4.0,1,154,46.4,3.1,6.3,1.4,82.5,24.6,4.7,1.1,0.02,LOW
PX-12557,Artillery,Medium,51.2,3.2,7.1,2,175,36.8,3.5,6.8,2.4,84.0,10.9,2.7,2.5,0.052,LOW
PX-14776,Armored,Low,36.9,0.0,2.1,0,104,50.8,5.6,6.3,1.5,86.6,20.8,2.7,2.1,0.02,LOW
PX-12952,Infantry,Extreme,56.4,4.3,9.8,2,232,9.3,1.1,5.4,6.7,77.4,15.9,4.0,4.6,0.46,MODERATE
PX-11606,Medical Corps,High,45.6,0.0,15.6,2,358,13.5,1.5,5.7,5.1,79.3,16.5,3.4,3.3,0.378,LOW
PX-12490,Medical Corps,High,54.7,6.7,11.7,2,266,14.6,1.1,5.4,5.3,88.1,16.8,3.7,3.3,0.41,MODERATE
PX-13900,Infantry,Medium,44.2,0.0,6.5,1,187,33.5,5.1,5.9,3.3,79.9,20.3,4.8,2.9,0.04,LOW
PX-10538,Infantry,High,54.5,2.2,10.7,3,252,25.9,0.9,5.4,4.8,69.5,13.8,5.0,3.5,0.396,MODERATE
PX-13024,Artillery,Medium,48.9,0.0,4.0,0,145,41.0,1.7,5.8,3.7,91.7,16.9,3.3,3.0,0.137,LOW
PX-14845,Artillery,High,59.6,7.2,6.2,4,289,23.0,3.1,5.4,6.5,68.1,15.0,4.0,4.1,0.419,MODERATE
PX-10300,Air Defense,High,68.4,17.8,7.4,5,198,23.6,2.5,5.0,8.1,90.2,14.5,4.4,3.0,0.419,MODERATE
PX-10495,Combat Engineers,Medium,51.5,3.4,6.5,2,166,48.8,4.4,5.8,2.2,82.1,23.1,5.0,2.5,0.02,LOW
PX-13231,Infantry,Medium,53.4,5.1,4.6,1,129,56.7,1.3,6.9,2.1,66.4,20.3,4.2,3.0,0.108,LOW
PX-10537,Infantry,High,54.0,2.3,9.5,3,244,22.1,0.9,6.7,4.8,,18.2,4.4,4.1,0.237,LOW
PX-11519,Infantry,Medium,56.5,5.8,10.4,2,236,32.0,3.1,6.7,2.7,88.1,18.9,3.0,2.2,0.106,LOW
PX-12657,Combat Engineers,Extreme,56.7,8.5,17.6,1,365,5.3,1.0,6.1,7.6,66.3,11.3,3.9,5.0,0.496,MODERATE
PX-13377,Logistics & ASC,High,51.1,1.9,6.8,2,241,36.6,1.3,5.9,4.7,66.0,18.0,4.5,3.2,0.196,LOW
PX-14501,Armored,High,61.9,6.6,10.7,4,283,30.8,2.4,5.3,6.2,95.0,15.1,4.7,4.0,0.357,LOW
PX-14675,Infantry,Medium,51.9,0.0,10.0,1,258,33.1,3.5,6.8,0.7,81.1,18.4,4.3,2.8,0.02,LOW
PX-11114,Medical Corps,Medium,44.8,0.0,18.0,6,365,20.4,3.7,6.5,2.4,69.2,17.2,5.0,3.0,0.129,LOW
PX-10189,Artillery,High,52.7,3.2,7.8,1,246,16.8,3.7,6.4,4.6,68.7,17.1,3.9,3.3,0.186,LOW
PX-10016,Combat Engineers,High,57.4,8.5,5.9,2,166,31.1,0.7,5.7,5.4,67.9,18.4,4.3,4.1,0.222,LOW
PX-13876,Infantry,Extreme,58.0,7.9,10.0,3,252,17.0,1.3,5.7,6.8,62.4,16.1,4.5,4.7,0.433,MODERATE
PX-14573,Artillery,High,55.9,5.0,9.6,4,221,28.1,2.6,5.4,6.2,68.2,21.9,4.3,3.7,0.278,LOW
PX-14503,Armored,Medium,42.2,0.0,4.2,4,145,39.4,3.0,6.3,3.7,68.2,15.6,3.0,2.7,0.073,LOW
PX-14726,Air Defense,Medium,54.3,1.6,6.4,2,202,43.6,3.6,5.7,4.1,81.7,23.9,5.0,2.7,0.095,LOW
PX-10594,Infantry,High,57.3,8.8,10.3,1,237,22.6,1.2,4.7,6.8,75.8,16.1,4.7,3.2,0.48,MODERATE
PX-13510,Medical Corps,Low,47.9,2.7,2.9,1,120,51.5,5.7,7.2,1.7,88.7,24.9,3.9,1.3,0.02,LOW
PX-11905,Armored,High,55.9,4.8,8.7,2,232,27.1,1.6,5.5,4.0,68.8,11.2,2.6,3.1,0.412,MODERATE
PX-13293,Armored,Low,43.0,0.0,5.2,0,184,43.9,3.4,6.9,0.6,100.0,26.1,4.1,1.7,0.02,LOW
PX-13982,Combat Engineers,High,56.1,6.2,6.4,1,281,22.3,2.0,5.4,6.2,75.5,12.9,3.3,4.0,0.419,MODERATE
PX-12253,Combat Engineers,High,60.3,11.4,8.4,2,199,34.1,2.8,4.8,8.1,63.6,15.8,4.6,3.7,0.455,MODERATE
PX-10388,Infantry,High,58.0,6.1,6.5,3,177,24.8,1.1,6.6,4.9,74.8,18.7,4.5,3.8,0.217,LOW
PX-13027,Logistics & ASC,Medium,47.3,0.0,8.0,3,194,41.8,3.8,6.1,4.5,85.3,15.6,3.5,1.8,0.09,LOW
PX-12440,Medical Corps,High,51.9,3.4,6.0,1,156,29.2,2.6,6.1,4.4,69.0,16.4,3.4,3.6,0.222,LOW
PX-10038,Infantry,Extreme,66.5,14.5,9.0,3,208,19.8,0.8,3.7,10.0,64.5,10.5,3.7,3.8,0.727,ELEVATED
PX-10119,Combat Engineers,High,51.4,0.5,7.1,0,241,20.2,2.8,5.8,5.5,62.0,21.2,4.4,3.0,0.212,LOW
PX-11125,Combat Engineers,Medium,49.4,0.0,7.8,0,311,40.4,2.1,6.8,1.9,66.9,20.6,2.1,2.2,0.16,LOW
PX-11835,Infantry,Medium,46.3,0.0,8.6,1,233,31.1,3.9,6.2,3.5,79.4,15.7,3.5,3.0,0.118,LOW
PX-13115,Combat Engineers,Extreme,64.3,7.5,9.2,0,211,29.1,0.0,4.1,10.0,72.6,7.9,2.7,4.7,0.702,ELEVATED
PX-10404,Medical Corps,Medium,45.5,0.0,4.8,2,135,44.5,3.8,5.6,4.9,74.8,26.0,4.9,2.3,0.02,LOW
PX-13757,Artillery,Medium,49.0,2.1,4.8,5,217,38.8,5.1,6.1,4.4,93.4,18.2,3.5,2.5,0.059,LOW
PX-14703,Artillery,Medium,48.4,2.4,18.0,3,365,21.7,2.6,6.7,2.0,80.8,21.8,3.9,2.9,0.17,LOW
PX-13933,Infantry,Extreme,68.7,15.3,13.5,4,313,12.8,0.4,4.6,10.0,73.5,8.1,4.4,4.8,0.842,ELEVATED
PX-11797,Artillery,Medium,50.3,1.8,12.4,2,318,34.0,4.1,6.7,2.8,89.9,16.8,2.2,2.5,0.231,LOW
PX-10517,Signals,Low,50.4,4.1,2.5,0,99,60.0,4.5,6.3,2.0,86.4,21.1,3.6,2.0,0.02,LOW
PX-13947,Infantry,High,58.7,10.9,14.7,3,337,15.1,1.6,6.0,4.3,65.5,19.7,4.7,3.2,0.461,MODERATE
PX-13011,Logistics & ASC,Medium,53.9,2.5,5.2,0,171,38.0,3.6,7.4,1.6,88.1,20.4,3.1,2.7,0.027,LOW
PX-13880,Signals,Medium,51.1,6.4,4.9,4,137,40.1,3.1,5.2,4.5,79.1,15.1,3.3,2.4,0.165,LOW
PX-13990,Medical Corps,High,59.6,10.1,6.2,2,183,24.8,1.3,5.8,5.6,80.6,14.9,3.9,3.2,0.198,LOW
PX-12671,Armored,Medium,42.4,0.0,6.3,6,227,41.1,1.4,5.7,2.6,72.4,19.1,4.4,2.6,0.149,LOW
PX-10646,Infantry,High,48.4,1.4,5.9,0,167,21.6,1.9,5.7,5.6,80.1,14.2,3.5,3.9,0.182,LOW
PX-11407,Infantry,Medium,49.7,2.2,9.3,3,224,26.2,2.4,6.9,1.5,76.4,17.7,3.4,2.1,0.082,LOW
PX-11039,Infantry,High,52.8,1.6,11.1,1,246,28.8,2.7,5.2,6.1,85.2,15.5,4.8,3.9,0.357,LOW
PX-13529,Armored,Medium,53.7,3.5,4.9,1,153,37.7,4.0,6.8,2.2,90.3,23.6,4.2,2.0,0.02,LOW
PX-12135,Combat Engineers,High,56.1,2.9,11.4,2,298,27.8,2.9,4.4,5.5,70.3,11.2,3.9,4.0,0.547,MODERATE
PX-13714,Logistics & ASC,Low,38.7,0.0,3.3,0,135,48.6,4.5,6.5,2.2,95.9,20.8,4.0,1.2,0.02,LOW
PX-10568,Artillery,Medium,51.5,1.7,10.8,2,262,30.4,2.7,6.7,3.9,84.5,17.8,3.7,3.0,0.118,LOW
PX-14463,Medical Corps,Low,47.9,0.6,3.0,1,103,39.6,3.8,7.8,0.0,92.1,24.0,4.1,1.8,0.02,LOW
PX-13918,Signals,High,62.6,11.2,6.1,4,250,32.5,2.5,6.3,7.1,82.0,11.2,2.8,4.1,0.426,MODERATE
PX-13958,Infantry,Low,44.8,0.0,3.0,1,109,56.3,3.5,7.4,1.2,90.5,24.8,3.4,2.0,0.02,LOW
PX-14455,Artillery,Low,36.0,0.0,4.5,1,132,52.3,2.3,6.5,2.9,99.4,17.7,4.3,2.0,0.02,LOW
PX-11629,Armored,High,51.9,5.1,7.2,1,209,29.0,0.0,5.6,6.9,76.3,16.6,4.1,3.8,0.377,LOW
PX-14281,Artillery,Extreme,62.4,10.8,10.7,3,260,13.5,0.4,5.0,9.8,67.3,13.4,3.2,4.9,0.617,MODERATE
PX-11999,Combat Engineers,High,52.7,4.0,11.8,3,312,25.5,1.5,5.9,4.8,73.6,17.3,3.0,3.1,0.395,MODERATE
PX-13154,Infantry,High,61.9,9.4,12.3,2,301,20.5,2.3,5.2,7.3,76.4,12.9,3.8,3.5,0.51,MODERATE
PX-13035,Signals,High,52.5,1.0,9.3,3,213,23.0,2.9,6.3,5.5,73.8,14.3,3.8,3.5,0.206,LOW
PX-12664,Armored,Low,37.9,0.0,4.6,1,140,47.9,4.3,7.9,0.2,92.3,28.2,3.7,2.0,0.02,LOW
PX-11293,Artillery,Extreme,77.1,20.9,10.3,0,287,19.9,0.0,4.5,10.0,79.5,8.3,4.4,4.3,0.746,ELEVATED
PX-12299,Signals,Medium,46.5,0.0,5.1,1,139,46.5,2.6,7.0,2.5,85.9,20.9,4.2,2.1,0.02,LOW
PX-10917,Infantry,Extreme,54.7,4.2,11.2,1,261,10.5,1.3,5.5,7.1,81.4,13.0,4.3,4.3,0.459,MODERATE
PX-10328,Combat Engineers,High,54.8,4.3,12.9,2,281,23.2,1.9,5.9,5.2,73.1,13.0,3.7,3.7,0.433,MODERATE
PX-12506,Medical Corps,Extreme,63.1,9.0,7.9,2,236,13.5,1.8,5.2,8.4,74.2,9.4,2.9,4.6,0.608,MODERATE
PX-10097,Infantry,High,46.7,0.7,6.4,3,203,29.9,2.3,6.1,5.6,80.7,15.8,3.8,3.2,0.202,LOW
PX-14557,Signals,Medium,45.8,0.0,4.4,1,165,43.5,5.1,7.9,1.0,83.6,26.3,4.3,2.3,0.02,LOW
PX-13349,Artillery,Low,39.7,0.0,3.2,0,169,45.1,4.2,6.6,1.8,79.2,22.9,4.3,2.0,0.02,LOW
PX-10714,Air Defense,Low,40.1,0.0,5.7,3,156,43.3,4.1,7.8,1.3,100.0,24.4,3.9,1.5,0.02,LOW
PX-14208,Armored,Medium,55.8,5.4,4.1,0,132,39.9,3.3,6.8,3.2,79.9,19.4,3.3,3.0,0.089,LOW
PX-10599,Combat Engineers,High,64.6,10.8,15.1,2,324,25.7,0.0,5.8,6.9,81.3,13.2,4.2,3.4,0.597,MODERATE
PX-13045,Medical Corps,Low,46.0,0.0,11.7,1,291,31.1,3.8,7.5,0.8,90.0,17.2,3.3,1.2,0.02,LOW
PX-11086,Air Defense,Medium,52.9,4.0,5.0,3,175,38.0,3.7,7.1,1.4,81.2,23.3,4.5,2.7,0.02,LOW
PX-14806,Armored,High,65.5,11.0,6.4,3,164,26.5,3.0,3.8,10.0,80.5,7.6,3.0,3.0,0.605,MODERATE
PX-12266,Signals,Low,51.9,0.8,2.7,1,95,41.3,4.4,6.2,2.0,,18.6,4.4,1.5,0.02,LOW
PX-11577,Logistics & ASC,Medium,44.9,0.0,3.8,1,134,38.2,1.1,5.9,4.1,83.1,20.4,2.9,2.8,0.153,LOW
PX-13525,Armored,High,66.0,15.4,5.8,1,156,30.6,1.4,5.0,8.0,76.7,12.2,3.7,3.5,0.437,MODERATE
PX-10713,Logistics & ASC,Medium,48.8,4.5,7.0,1,171,32.1,3.4,5.8,4.9,67.9,19.8,3.7,2.9,0.215,LOW
PX-11327,Combat Engineers,High,57.7,6.0,11.3,2,277,16.1,2.0,5.9,4.8,74.6,20.9,4.4,3.4,0.3,LOW
PX-12473,Armored,Medium,49.4,6.3,5.0,2,153,36.2,4.3,7.1,2.1,93.5,24.2,4.4,2.7,0.02,LOW
PX-10420,Signals,Medium,49.4,0.5,4.2,3,187,35.5,2.5,6.2,2.5,61.6,19.3,3.0,2.5,0.14,LOW
PX-12477,Infantry,Medium,47.3,0.0,4.5,0,137,40.6,4.1,5.5,4.0,98.6,22.4,4.8,2.3,0.02,LOW
PX-13566,Logistics & ASC,High,46.4,0.0,7.5,4,183,19.7,2.0,5.4,5.0,84.6,19.2,4.3,4.0,0.252,LOW
PX-14722,Artillery,Medium,57.7,6.7,5.7,4,152,46.1,2.6,6.7,3.1,69.6,19.8,3.7,1.9,0.122,LOW
PX-13823,Infantry,High,52.7,3.3,7.0,1,192,34.8,2.1,5.2,5.6,65.0,16.1,3.2,3.9,0.404,MODERATE
PX-12445,Combat Engineers,High,52.7,3.6,5.6,0,167,29.5,0.0,5.6,6.3,79.4,18.4,4.2,3.6,0.283,LOW
PX-12188,Artillery,Medium,47.1,0.5,3.7,1,125,39.4,2.5,6.9,1.5,96.9,23.1,3.9,2.7,0.02,LOW
PX-12502,Medical Corps,Low,50.7,5.3,5.0,0,161,52.0,4.4,6.0,2.2,65.3,22.4,3.9,2.1,0.02,LOW
PX-11715,Air Defense,High,58.8,4.1,9.8,5,267,12.8,1.4,5.2,6.0,71.8,9.9,2.7,3.0,0.544,MODERATE
PX-13235,Infantry,Medium,53.8,3.6,3.6,3,145,36.3,3.8,4.9,5.2,70.8,11.5,3.4,2.0,0.207,LOW
PX-11531,Infantry,Extreme,66.0,12.5,18.0,1,365,5.0,1.4,4.5,9.8,70.0,7.1,2.9,4.5,0.857,ELEVATED
PX-11025,Artillery,Extreme,71.3,16.7,7.5,2,221,23.4,0.7,3.5,10.0,62.1,11.6,3.9,4.7,0.81,ELEVATED
PX-10683,Armored,High,58.0,6.8,6.9,2,229,28.7,3.0,5.4,5.8,80.5,13.6,3.2,3.1,0.314,LOW
PX-12422,Air Defense,Medium,51.5,0.0,18.0,1,365,10.6,4.3,6.5,1.9,75.3,16.9,3.7,2.3,0.134,LOW
PX-14849,Air Defense,Low,38.5,0.0,3.5,0,109,52.9,5.0,7.3,1.0,80.5,26.3,4.4,2.1,0.02,LOW
PX-14436,Air Defense,Medium,52.8,5.8,4.6,1,138,43.2,4.1,7.7,1.6,80.0,22.3,3.9,1.9,0.02,LOW
PX-12163,Armored,High,53.8,4.1,5.5,5,222,40.4,2.0,6.8,6.1,84.7,18.4,3.7,3.0,0.153,LOW
PX-11261,Armored,Low,39.4,0.0,6.5,0,165,49.8,3.1,6.6,2.2,75.1,25.0,4.0,1.6,0.02,LOW
PX-14877,Signals,High,55.3,3.4,13.9,4,365,16.9,2.9,5.0,7.7,82.2,12.4,3.7,3.3,0.534,MODERATE
PX-10934,Air Defense,Medium,54.4,5.7,4.7,1,167,42.5,2.7,6.4,3.5,62.7,21.4,3.8,2.3,0.098,LOW
PX-14143,Artillery,High,56.9,6.8,9.3,3,214,25.3,1.1,4.7,6.1,64.6,10.6,3.3,3.0,0.439,MODERATE
PX-13991,Armored,Medium,50.7,3.8,4.6,1,199,44.2,1.9,5.9,3.2,79.0,19.4,4.0,2.7,0.092,LOW
PX-14543,Armored,High,58.3,7.8,10.1,2,243,27.3,1.6,5.2,7.1,92.5,14.9,3.2,4.1,0.435,MODERATE
PX-10078,Combat Engineers,Medium,48.5,0.0,5.1,0,143,46.9,1.8,6.3,3.6,,21.0,4.4,2.0,0.02,LOW
PX-13685,Infantry,Medium,42.0,0.0,5.2,1,145,38.4,3.1,6.3,4.1,82.7,18.8,3.1,2.4,0.069,LOW
PX-10756,Artillery,Low,47.4,1.6,2.9,0,105,43.5,4.7,8.0,0.0,79.1,26.6,4.2,1.9,0.02,LOW
PX-10143,Combat Engineers,Extreme,63.2,12.6,7.1,0,182,37.7,1.3,4.7,9.9,75.2,16.2,3.3,4.7,0.559,MODERATE
PX-13762,Infantry,Medium,54.3,5.4,6.4,2,210,40.0,1.6,6.6,2.5,85.9,18.2,4.1,2.3,0.02,LOW
PX-14917,Signals,Medium,47.1,1.6,6.1,2,174,40.3,2.7,6.1,2.1,65.6,23.1,4.2,2.8,0.058,LOW
PX-11076,Combat Engineers,High,51.0,0.0,9.2,2,215,19.4,1.5,5.2,6.0,78.4,14.5,3.6,3.8,0.415,MODERATE
PX-14949,Signals,Medium,54.5,4.1,4.4,2,136,32.7,1.3,6.3,2.3,74.8,17.6,3.5,2.0,0.069,LOW
PX-11112,Combat Engineers,Medium,57.2,6.8,6.4,0,175,43.5,3.3,4.2,5.3,79.3,16.4,3.6,2.3,0.306,LOW
PX-12063,Infantry,Low,47.5,1.5,3.3,3,105,57.1,2.7,6.2,2.1,77.5,19.4,3.1,2.1,0.02,LOW
PX-11443,Infantry,Extreme,72.9,20.7,7.3,3,203,26.2,1.2,5.2,9.4,67.6,8.5,4.1,4.5,0.559,MODERATE
PX-12109,Infantry,Medium,47.8,2.0,4.0,2,117,51.2,4.1,7.2,1.7,80.1,23.4,3.1,2.3,0.02,LOW
PX-10692,Infantry,High,54.1,7.1,11.8,3,260,27.8,2.2,4.5,7.5,76.7,,4.1,3.5,0.496,MODERATE
PX-10406,Artillery,Medium,38.9,0.0,4.7,4,144,47.3,4.3,6.3,3.3,85.9,23.1,3.5,1.8,0.02,LOW
PX-13656,Infantry,Medium,56.2,7.3,3.9,3,167,42.3,2.7,5.7,3.0,67.0,14.8,3.6,2.7,0.225,LOW
PX-13838,Air Defense,Medium,54.2,4.5,5.0,2,190,38.4,2.1,7.3,1.5,79.9,18.4,3.5,2.1,0.094,LOW
PX-11660,Infantry,Medium,52.9,5.6,3.9,4,167,41.2,2.7,5.2,4.1,80.0,19.4,3.6,2.0,0.202,LOW
PX-14197,Logistics & ASC,Low,38.8,0.0,8.5,2,209,40.2,5.1,5.9,2.6,87.9,20.2,3.8,1.6,0.058,LOW
PX-11020,Logistics & ASC,Extreme,62.4,11.1,8.4,1,205,16.9,1.6,5.4,8.3,66.4,11.1,3.6,4.3,0.529,MODERATE
PX-10798,Signals,Medium,58.1,4.9,6.2,1,178,40.7,2.2,7.3,2.3,71.7,21.3,3.6,2.9,0.095,LOW
PX-13577,Artillery,Medium,55.4,6.3,4.1,3,120,51.2,1.7,5.4,3.1,82.8,16.3,3.7,3.0,0.24,LOW
PX-13315,Infantry,High,49.0,3.7,10.5,3,257,17.6,0.8,7.1,2.8,74.6,16.8,4.1,3.7,0.146,LOW
PX-12281,Infantry,Low,37.6,0.0,6.2,0,188,35.8,3.5,8.1,0.0,86.3,24.8,4.3,1.2,0.02,LOW
PX-14851,Signals,Medium,46.3,1.3,6.1,2,180,42.0,2.7,7.9,1.9,80.6,30.0,4.6,2.5,0.02,LOW
PX-12968,Combat Engineers,Low,40.3,0.0,5.6,1,298,55.5,4.5,7.3,1.7,92.8,22.3,3.9,1.8,0.022,LOW
PX-12667,Infantry,High,57.8,6.4,5.9,1,170,33.5,0.7,4.3,8.3,68.5,12.0,3.1,3.6,0.631,MODERATE
PX-12020,Signals,Extreme,57.7,6.6,10.9,3,335,19.3,1.1,5.1,6.0,82.1,13.6,3.5,4.6,0.583,MODERATE
PX-11554,Infantry,Medium,58.2,7.7,5.9,2,177,24.6,2.3,6.5,3.6,96.9,17.8,3.8,2.3,0.066,LOW
PX-13023,Combat Engineers,High,59.0,6.4,6.5,2,205,21.0,2.3,5.6,6.7,90.0,13.5,3.2,3.5,0.323,LOW
PX-13779,Medical Corps,Low,41.0,0.0,5.0,0,146,54.7,4.9,6.7,0.7,85.5,27.0,4.2,1.1,0.02,LOW
PX-13054,Combat Engineers,Extreme,55.1,5.6,16.6,1,365,10.5,0.9,5.0,6.9,69.1,16.0,4.4,5.0,0.563,MODERATE
PX-12013,Armored,High,59.8,11.7,6.7,3,172,26.3,1.1,5.5,7.0,75.4,15.0,5.0,3.2,0.324,LOW
PX-14893,Artillery,Extreme,59.8,6.0,13.3,1,347,15.8,0.0,5.2,8.6,79.7,13.5,3.6,4.1,0.626,MODERATE
PX-14968,Infantry,Medium,49.0,1.4,5.7,2,158,38.5,4.4,5.7,4.3,86.8,19.0,3.5,2.4,0.027,LOW
PX-10345,Air Defense,Low,39.7,0.0,3.5,2,177,51.7,4.7,7.2,0.8,78.9,19.8,3.0,1.8,0.02,LOW
